Molecule	Protein	UniProt	Gene	C1	C2	C3	C4	C5	C8	C9	C11	C14	C15	C16	C17	C18	C19	C20	C21	C24	C25	C26	C27	P1	P2	P4	P6	P9	P11	P13	P17	P18	P19	P20	P21	P24	P25	P27	P28	P29	P30	P31	P32
13485-20	TM87B	Q96K49	TMEM87B	3187.3	4141.4	6364.9	3231.7	3711.4	3742.5	3015	4433.6	3163	2639	4175.4	2746.2	3044.4	3117.8	2488.1	4763.9	3728.1	2878.6	3424.5	2060.7	2992	3165.2	3632.5	2492.5	3552.3	3913.5	4553.4	3427.7	2908.5	3145.3	2337.9	2710.4	2985.8	4735.7	2792.9	4721.4	3042.5	2767.5	4113.6	3366.2
13486-9	PKD2	Q13563	PKD2	2009.1	1898	3940.4	1837.6	1927.3	2270.6	1163.2	1746.5	1898.2	1641.5	7193.6	1142.3	1903	1744.6	2041.9	17203.5	930.6	1159	1822.2	974.2	1407.7	1162.7	1524.4	1392.5	1420.1	1659.6	5476.1	1946.5	1055.1	2240.9	1979.1	1465.7	1169.5	1512.1	1124.5	1494.6	2048	1166.9	1767.8	2064.4
13487-24	UN93B	Q9H1C4	UNC93B1	469.6	460.1	827.7	442.9	510.8	508.1	483.5	509.5	688.9	435.4	666.5	316.6	502.4	414.4	1021.9	828.2	347.5	516.7	397.2	458.4	560.5	373.4	646.2	621.9	486.3	517	703.8	484.8	334.1	449.7	522.9	494.9	344.6	522	431.9	472	504.5	361.1	519.4	534.5
13488-3	ARFP1	P53367	ARFIP1	2658.9	2396.3	4603.7	3535.4	2022.9	3101	1657.5	3295	3507.2	3695.4	10144.5	2682	2247.7	3094.2	2089.8	13558.2	3429	2990.1	6297.3	1979	2442	1914.4	1703.8	1465.1	2538.2	3513.2	6175.5	5669.4	2157.1	3260.7	3544.8	1735.5	3068.1	3174.9	1610.9	3161.2	2122.7	2798.2	3518.5	2650.6
13490-1	MPP6	Q9NZW5	MPP6	1437.7	1417.1	3246.2	1355.4	6207.6	1579.9	1604.6	1796.9	1217.7	1014	2131.9	883.5	929.2	1379.3	801.4	2662.9	920.6	959.7	1528.1	720.8	898.9	951.7	2085.5	910.1	1195.7	1427.1	1824.4	1395.4	1331.5	1301	973.7	835.3	1153.5	1748.4	1261.4	1877.6	1096.9	1132.9	1654.9	1471
13491-40	PDE6D	O43924	PDE6D	2922.2	2448	5354.2	2707.8	3183.6	2578.1	2474	3301.8	2427.9	2598.6	4161.7	2153.8	1810.9	2683.6	1617.2	6248	2045	5392.8	3206.8	1690.4	1930.1	2814.4	3369	1861.8	2318	2537.6	3118.5	3002.2	2146.8	2208.9	2010	1641.3	1994.6	6659.1	2034	3163.2	2735.8	2307.4	2931.9	2721.2
13492-44	HSPA9B	P38646	HSPA9	2344.2	2547.1	3282.8	3621.6	3572.6	2477.7	2615.8	3305.4	3607.7	3341.9	4112.9	3302.4	3873.8	5293.4	2119.5	4558.8	4461.3	2833.1	3583.5	3152.7	2477.9	2241.1	2496.4	5422.8	2092.2	3101.4	2360.2	4785	2609.4	2908.1	2928.3	2148.9	3181.6	4222.8	3427.8	4267.6	2642.7	2563.8	8466	4127
13493-5	GRID1	Q9ULK0	GRID1	645	549.9	1367.9	606.3	686.2	528.4	571	630.4	555.8	485.1	746.4	395.6	505.7	502.2	407.6	1191.2	462.9	496.7	517	452.3	535.9	473.9	721	441.2	454.4	593.2	614	472.1	486.3	496.6	471.6	720.5	464.7	701.6	461.3	2311.2	563.2	517.1	655.5	531.5
13494-6	CERS5	Q8N5B7	CERS5	388.6	405.7	713.4	419.4	515.4	399.2	407.4	472.1	385.4	332.8	699.3	283.7	356.8	406	296.4	904.8	435.3	416.2	398.6	488.3	274.7	328.4	440.6	319.6	339.9	391.4	514.4	379.4	343.1	348.5	322.7	326.9	303.2	444.4	291.7	461.8	347.9	368.4	420.8	593.3
13495-48	HCAR2	Q8TDS4	HCAR2	3248	4213.3	4236.2	2942.3	3108.5	2864.7	2607.6	2482.2	2584.3	2255.9	3519.4	2034	2466.5	3319.5	1817.3	4891.5	2350.6	2805.9	3120.1	2317.3	2370.8	3157.8	3196.5	2902	2639.2	2749.7	2520	3419	2224.7	2611.3	3046.2	2247	2294.5	3497.7	2199.1	3974.8	2704.6	2238.5	2511.7	2864.8
13496-19	HMCS1	Q01581	HMGCS1	4500.5	9953.4	11867.9	8000.7	9158.9	5970.3	6282.6	9798.1	7409.9	11366.3	7425	7508.4	12705	11868.3	8625	5160.6	30153	7039.7	10403.1	11959.2	9754.7	4204.5	12253.9	17435.8	5731.8	11525.5	6040.1	4987.3	6049.9	15120.5	5167.6	5971.6	6745.7	12946.5	6417.4	6016.5	8573.5	9715	13026.6	5112.6
13497-34	EIF3J	O75822	EIF3J	3121.2	2567.3	4784.5	3332.4	2808.3	3251.5	3172.1	4252.1	3583.1	3970.7	7394.1	3124	2549.5	2814.6	2106.4	7142.2	3874.4	3199.3	5251.7	3042.2	2120.8	2328.7	2636.3	1631	2295.5	3738.4	4323.9	5526.4	2161.3	2631.9	2767.5	1816.8	2228.9	2861.2	2194.1	4064.2	2372.6	2733.4	3847.7	2454.9
13498-1	MIOX	Q9UGB7	MIOX	4053.2	940.1	1461.6	1219.7	1067.7	824.2	790.9	3632.2	1943.4	836.3	1300.9	700.5	866	5120.1	628.6	1831.6	721.1	729.5	866	680.6	721.9	787.9	940.2	3094.2	739	954.7	1130.8	820.8	746.3	1107.1	861.5	887	782.5	1390.7	685.7	1176.3	849	801.9	1010.3	823.2
13499-30	Coagulation Factor VIII	P00451	F8	11721.9	9484.9	11004.3	11423.2	11730.9	11350.6	8538.9	14223.5	9602.6	11417.2	9093.1	7974.7	20699.1	10511.7	7313.6	9407.9	11639.3	9257.8	10626.9	8922.5	14942.3	12525.5	11476.6	11700.9	10255.6	26493	9022.2	26026.4	7050.7	13347.3	12233.4	13339.7	11725.4	12055.9	11714.1	16358.7	9564.7	29473.7	11119.9	17008.1
13500-9	Fc_MOUSE	Q99LC4		3376.6	3313	7383.7	3208.1	4936	3247	3028.1	4281.7	3046.5	2464	4050.3	1582.1	2347.1	3375.8	1663	6358	1835.8	1748.9	2865.9	1757.9	1673.5	1988.8	5884.4	1920.5	2125.5	2611.5	3092.2	2308.8	3045.5	2749.1	1881.2	1677.9	2554.9	3909.9	3414.7	3654.4	3349.9	3253.5	3685	3536.2
13501-10	S35G2	Q8TBE7	SLC35G2	2886.3	4218.5	5228.4	2931.6	3151	4658	10340.8	5437.8	3030.9	2280.8	10713.6	1431.6	2952.7	3308.5	3120.7	16948.7	5825.4	2275.6	4338	1653.9	2606.5	3840.6	4372	2819.6	5238.8	4339.7	8732.5	3934.7	2749	2427	2623.3	2828.7	2442.2	3509.7	1814.4	6043.1	4170.9	2651.2	3098.5	3736.5
13502-2	S2611	Q86WA9	SLC26A11	2250.3	1885.6	3771.2	1895.8	2744.1	2049.6	2117.3	12516.6	2001.5	1694.5	2679.5	1602.3	1382.2	2354.4	1411.8	4292.2	1387.6	1380.2	1869.5	1243.1	1120.7	1559.5	3377.9	1461.2	1438.8	2174.2	1768.7	1565	1826.7	1766.7	2151.1	1287	1507.2	2192.1	1799.8	1992.8	2745.1	2517.2	2595.4	1973.6
13503-19	PRAF3	O75915	ARL6IP5	3062.3	2595.3	2334.2	5018.9	3684.9	5139.3	4115.5	9772.4	11981.2	13705.9	13589.5	11286.9	10998.9	12181.8	1944.6	5259.1	5769.9	15196	13856.1	7345.1	4475.8	6356.5	2239.9	1687.4	4723.2	11131.4	2051.9	29158.2	6204.8	6118.8	6963.3	2521.9	7083.7	6709.6	1096.3	13553.9	1589.9	10012.7	13308.8	4128.9
13506-10	DUS2L	Q9NX74	DUS2	1871.1	1941.5	4516.6	1681.5	3815	1176	2059.1	2927	1842.7	1687.1	2202.4	822.7	2200.5	3050.6	976.5	4228.6	1223.5	906.1	1485.7	1187.7	855.1	1108.2	3918.3	972.4	1057.1	1300.4	1611.4	1274.8	1610.2	1565.6	981.6	1088.4	2594.2	2345.2	2646.3	2259.7	2326.2	2069.4	2327.7	2136.4
13507-51	TRADD	Q15628	TRADD	1978	1978.6	4420.3	1979	3679.3	1440.4	1782.5	2368.9	1523.4	1436.8	1981.1	809.8	1298	2140.9	980.1	2664.8	1053.3	995.9	1769.6	1123.5	1070.4	1183.3	4134.5	911.4	1070.7	1322	1333.5	1446.2	2164.4	1421.6	766.8	22371.4	1524.6	2856	2343.4	2172.4	1929.9	1937.5	2423.6	1988.7
13509-5	SCAM5	Q8TAC9	SCAMP5	706.1	681.3	1241.3	703.8	919.8	678.3	779.6	842.1	655.8	562.9	1111.4	464.7	576.3	694.3	497.6	1700.8	599.1	541.6	692.5	579.9	460.9	558.9	910.4	537.8	603.9	681.4	848.9	682.5	558	625.8	542	515.7	538.6	871	551.2	772.1	709.3	637.5	728.6	724.7
13510-7	AT2A3	Q93084	ATP2A3	1826.5	1741.5	2900.5	1661.6	1995.7	1987.6	1594	1993.4	1573.5	1567.6	2056.6	1440.8	1515.2	1885.3	1431.2	2829.8	1241.1	1366.4	1670	1362.6	1479.2	1415.4	2293.7	1327.8	1588	1608.1	1873.4	1521.5	1566.8	1751.8	1584.9	1581.9	1778.8	1989.2	1447.3	1914.2	1528.9	1528.7	1956.6	1768.6
13511-29	SATB1	Q01826	SATB1	841.8	838.3	1908.9	756.2	897.1	919.6	1085.6	1354.9	862.4	654.9	1575.4	582.6	614.3	964.4	610.9	2302.9	615.3	544.3	832.6	432	610.5	996.9	937.9	589.9	744.4	841.3	1186	813.6	617.6	696.6	694.3	605.4	577.4	1136.6	554.6	964.9	747.4	663.8	898.5	894.1
13512-28	HNRPR	O43390	HNRNPR	851.9	982.7	1613	855.3	1266.7	844.3	843.8	978.3	756.9	729.7	1077.9	611.4	659.8	765.7	572.7	1442.7	695.5	609.4	814.9	544.4	605.5	748.1	1478.9	647.1	775	1300.5	929.7	755.3	719.4	779.6	641.2	797	759	1012.8	794.2	961.1	1975.3	754.6	926.6	840
13513-174	PIAS3	Q9Y6X2	PIAS3	460.3	464.5	841.4	455.8	532.6	462.5	498.8	572.7	435.1	464	764.5	319.8	497.8	464.6	353.6	1148.1	365.3	455.6	440.1	287.8	332	374.9	564.4	374.4	414.5	636	598.7	447.8	341.5	447.1	592.2	401.7	372.5	578	335.8	501.5	446.2	414.5	481.9	456.2
13514-121	Rab-1C	Q15286	RAB35	1519.5	1500.2	3436.9	3037.9	4240.1	1391.6	1751.2	1743.6	1327.8	1075.4	1769.9	880.5	1141	1672.2	891.1	2193	1188.6	2468.5	1642.8	824	921.4	1132.3	2614.6	942.4	1310.4	2666.9	1458.7	1710.5	1624.1	1179.2	898.7	1247.8	1197.8	1764.4	1685.1	2156.8	1326.5	1182.3	1896.9	1682
13515-8	RPR1A	Q96P16	RPRD1A	818.4	815.9	1353.6	803	965.9	891.5	823.3	1060.1	703.4	675.9	1204.4	540.2	711.3	824.5	608.5	1646.8	1909.8	718.1	752.2	510.3	606.9	725.1	860.3	737.3	806.2	1008.4	1016.4	758	667.4	687.9	669.5	809.4	606.9	1096.3	578.3	871.6	750.7	687.3	806.5	766.9
13516-46	TMM85	Q5J8M3	EMC4	956.8	828.3	1523.3	926	816	979	924	727.7	676.9	1145.8	2693.5	602.7	884.8	829.9	938.3	5937.7	555.2	620.6	813.3	651.4	759.1	1034.7	732	715.9	584.8	705.6	1636.7	773.5	669.1	1064.6	934.4	856	794.4	650.4	591.7	716.2	844.4	837.3	910.1	1148.9
13517-3	PTHD3	Q3KNS1	PTCHD3	377.6	386.6	610.2	903.7	562.8	343.7	590.7	403.5	314.2	293.6	432.2	247.5	325.6	436.8	255.8	545.6	283.7	316.3	338.3	379.8	279.3	1972.7	409.9	298.9	297.8	374.9	388.5	312.5	304.7	323	354.9	351.2	349.1	420.9	304.2	401.8	753.2	382.9	406.2	373.5
13518-5	ASAP2	O43150	ASAP2	1595.8	4679.2	4170.5	2394.9	2749.1	2721.7	4342.8	2425.5	1690	21607.3	7551	1496.5	3256.6	1752.2	4067	4207.7	2844.3	1708.4	3923.7	1586.2	2079.5	1954.7	1978.6	1470.4	3095.2	2365.3	5447.8	2679.9	1974.8	1707.8	1987.8	2063.3	2125.9	2497.8	1915.9	4257.7	1664.3	1853.8	2828.5	2513.3
13519-112	ARHGP	Q86VW2	ARHGEF25	739.7	711	1350	698.5	807	734.2	670.4	860.6	636.6	592.5	980.8	530	592.2	733.7	512.8	1209.1	543.8	628.5	843.5	462.7	580.4	797.7	753.3	649.7	650.3	769.5	884.2	647.2	616.7	661.8	614.6	597.1	560.4	911.1	626.7	868.2	617.5	635.8	863	756.1
13522-20	VISL1	P62760	VSNL1	1172.3	888	1567.3	839.5	1196.8	970.7	834.1	946.6	980	786.3	1364.7	1245.5	766.7	836.6	705.9	2003	844.8	803.5	1012.1	697.4	770.2	1043.9	1393	2657.4	949.4	1116.8	1140.4	1851.7	677.7	879.6	875.2	1811.9	827.1	1178.7	691.1	958.6	988.9	721.2	958.4	1317.9
13524-25	H6ST2	Q96MM7	HS6ST2	330.9	467.7	643.9	517.5	332.2	436	345.5	402	303.9	514.9	465.6	331.3	713.8	555	464.1	479.1	538.2	399	435.3	294.7	303.3	561.4	439.7	305.6	779.5	453.9	481.6	483.8	270.1	344.9	404	482.8	368.7	407.9	264.5	480.8	357.8	391.2	570.6	479.6
13525-17	KCNG4	Q8TDN1	KCNG4	3411.5	3477.8	6533.3	3727.2	4681.4	3269.1	3936.3	4292.8	3602	2774.8	5113.7	2062.6	2573.6	3683.7	2320.9	8213.7	2366.2	2214.2	3173.2	1935.7	2080.1	2358.2	5384	2348.5	3999.9	3072.2	3372	3556.2	2902.1	3145.4	2466.7	2224.7	2762.6	3559	3415.9	4093.9	3733.6	3270.7	3522.1	3644.2
13526-5	LA	P05455	SSB	575.7	521.2	832.8	494.9	579.4	544.6	447.4	527.4	436.4	625.7	771.1	386.1	475.2	495.5	380.9	774.5	368	393	515.4	315	435.5	435.3	472.4	428.5	582.1	641.2	707.8	544.4	382	426.2	527.6	516.1	500	588.7	509.2	541	369.4	415.9	560.9	470.4
13529-39	NP1L2	Q9ULW6	NAP1L2	1314	1325	1975.8	1280.2	1481.5	1520.8	1377.6	1362.7	1396	1576.6	1945	1076.7	1468.5	1582	1457.7	2563.6	1467.4	1160.7	1349	907.7	1535.9	1450.7	1626.7	1275.2	1117.8	1391.7	1848.1	1794.3	1227	1488.9	1764.3	1319.1	1429.7	1374.5	980	1493.9	1082.1	1178.9	1566	1566.4
13530-5	UR2R	Q9UKP6	UTS2R	650.2	601.9	1226.9	568.7	652.7	660.7	716.7	758.3	542.1	503.1	1004.7	436.6	517.6	754.1	451.8	1356.6	505.4	678.9	628.9	411	583.9	567.6	669.1	516.7	571.1	660.9	802.7	603.7	480.6	602.8	503.4	624.6	462.6	789.8	458.4	709.4	559.5	566.4	829.5	580.1
13532-25	NEPR1	Q8N9A8	CNEP1R1	549.4	570.7	1069	526.5	747.7	583.2	527.2	667.8	510.4	463.8	809.4	432.2	499.8	563.3	391.5	1214	424.7	422	535.2	389.1	448.3	478	633.3	510.7	503.1	550.9	711.8	515.8	432.3	515.1	546.5	647.6	601.6	688.2	424.4	689.6	520.7	803.8	637.8	554.8
13534-20	MYOM2	P54296	MYOM2	2146.8	1240	1773.5	1249.4	2343.1	3736.7	1307.4	1092.2	985.1	4381	1309.5	1223.6	1285.9	3917.9	1872.8	2698.1	744.6	1156.3	1296	1098.9	1925.8	4126	2853.1	977.4	946.2	1139.6	1023.9	1945.9	3606.6	3819.6	1152	1026.4	954.1	3015.4	1355.7	1372.1	3330.8	2419.5	1582.2	1680.9
13535-2	C43BP	Q9Y5P4	COL4A3BP	1100.9	946.6	1513.1	962.4	977.8	1041.8	721.3	1034.4	1140.2	1102	1897.9	856.4	896.2	900.2	664.1	2282.3	918.6	860	1211.2	621.8	752.2	708.2	812.3	658.1	1493.5	1127	1360.5	1524.6	774.1	884.6	934.5	814.7	859.4	1266.2	677.5	1386.9	662.9	773.7	1228.7	852.7
13536-56	POLI	Q9UNA4	POLI	296.3	345.5	466.3	331.1	356.1	283.9	285.5	349.7	279	279.7	364.2	240.3	312.9	392.2	246.7	443.9	264.5	283	294.2	242.2	246.5	376.6	334.6	271.7	249.9	334.5	357	303.3	276.2	335.7	260.8	290.2	399.2	359.3	259.8	315	283.7	283.5	326.3	313.4
13539-131	KCNN1	Q92952	KCNN1	1421.5	1446.5	3383.5	1423.3	2094.9	1211.5	1313.5	1743.8	1210.7	1013.2	2502	741.5	966.4	1359.3	808.9	2875.2	882	780.9	1281.5	762.7	802.8	930.9	2273.6	927.4	1008.9	1167.2	1477.1	1018.1	1315.3	1127	915.8	760.1	1019.1	1604.9	1347.6	1561.9	1307.1	1261.3	1541	1499.8
13540-1	GPR26	Q8NDV2	GPR26	3003.1	2723.7	6502.4	2751	4112.2	2391.2	2652.3	3843.8	2611.5	2095.6	4211	1460	1894	2754.6	1565.4	6475.2	1632.4	1643.6	2675.5	1456.9	1569.2	1784.5	4573.2	1781.3	1954.3	2753.2	3019.2	2234.3	2499.2	2246.4	1581.4	1394.6	2056.5	3385.4	2657.3	3318.5	2614.8	2512.6	3200.4	2933.4
13541-1	MYCT1	Q8N699	MYCT1	1272.5	1324.9	2816.7	1238.4	2466.4	1250.5	1147.2	1623.3	1117.3	946.5	2218.6	816.5	953	1146.3	857	3368.2	802.7	764.3	1277.1	720.5	821.3	940.8	1553.2	902.8	1025.4	1236.9	1659.3	1183.4	22064.3	1115.2	961.8	800.3	895.4	1498.4	961.9	1432.2	1090.8	1035.2	1322.6	1236.1
13544-9	HMHA1	Q92619	HMHA1	13591.5	13043.5	16606.9	19228	8285.8	18885.8	8103.3	19694.5	21057	33702.9	62321.7	31279	19419.8	23839.1	9809.1	37520.2	42568.5	35567	52512	15916	15565.8	12232.8	4556.5	5608.9	11792.8	31301.7	42387.4	58836.1	18031.3	20801.5	20978.7	7571.1	24347.7	22347.6	5478.2	21022.8	7717.5	23215.9	30534.1	13772
13545-97	EIF1A	Q8N9N8	EIF1AD	842.4	766.2	1169	1112.2	786.4	849.4	608.9	907	1037.3	958.1	1239.1	857.1	867.5	793.6	534.3	940.7	953.9	903.7	2188.9	678.4	610	796.9	649.4	741.2	734.6	822.6	1435.5	1915.3	725.2	757.9	834.9	1236.6	859.8	989.8	632.8	1316.7	528.2	791.9	1022.9	817.2
13547-5	5HT7R	P34969	HTR7	1995	2098.6	3137.3	1958.8	2183.7	1904.6	1608.7	2531.6	1930.9	1553.3	2642.7	1782.4	1765.9	1986.1	1327.7	8874.5	3093.4	1462.9	1895.4	1174.1	1828.7	1748.7	1988.1	1667.6	1941.5	1963.4	2776.6	1891.7	2052.8	2238	5049.8	1949.6	2754.4	2764.3	1314.4	27168.1	1674.2	1666.4	2193	2252.2
13548-53	PPC1A	Q5VZY2	PPAPDC1A	766	778.2	1657.8	751.3	1155.1	573.6	705.8	1053.6	749.3	626.7	994.5	388.1	550.5	927.9	442.1	1586.5	466.6	406.9	649.3	458.2	413.5	521.6	1441.3	483.9	506.9	614.5	788.3	511.6	695.8	653.9	435.4	420.6	642.3	973.2	832.5	792.9	851.2	757.9	853.2	844
13549-15	ADA29	Q9UKF5	ADAM29	2748.4	1644.2	2281.5	978.8	2142	1022	928.7	1498.8	957	908.8	1598.9	675.2	764.1	1097.1	636.5	2158	673.9	847.5	1091.8	597.5	808.8	771.6	1320.4	743.5	891.7	1975.2	1265.2	1095.2	828.9	879.9	715.8	801.2	726	1450.8	774.9	1782.7	875.8	828.7	1192.8	992.1
13552-7	SWP70	Q9UH65	SWAP70	1975.8	1818.6	2205.6	1766.8	1506.3	2064.4	1408.7	1288.8	1416	1842.1	2011.8	1337.5	1732.4	1620.7	1477.5	2622.8	1375.6	1314.4	1557.1	1296.3	1588.7	1381.5	1399.5	1559.4	1221.8	1754.5	2521.4	2189.5	1527.6	1863.9	1260.7	1825.8	1852.1	1841.8	1624.8	1825.6	1793.7	2011.6	2155.6	2459.5
13553-4	DCNL3	Q8IWE4	DCUN1D3	524.7	899.3	903.8	549	573.4	598.6	527.9	607.2	507.6	503.8	886.4	484.9	550.6	716.2	565.8	1033.7	479.4	629.8	605.9	412	441.6	741.7	516	501.9	525.7	784.1	786.6	2195.9	457.7	536.4	1954.5	519.3	512.6	886.3	387.9	657	473.3	494.4	702.2	546.9
13554-78	REPI1	Q9BWE0	REPIN1	871.9	872.1	1891.7	828.3	1327.1	868.1	824.7	994.1	795.2	784	1242.2	636	705.9	806.9	704.7	1542.3	744.8	665.9	1149.5	589.5	661.4	745.3	1005.1	782.2	791.9	912.3	1104.4	786.6	735.5	802.7	714.8	701.9	702	1049.6	672	1047.8	775.2	740.5	947.9	949.3
13556-28	5HT2A	P28223	HTR2A	1731.7	1826.3	3058.7	1685.3	1807.5	1935.6	1594.2	2018.2	1687.6	1457.5	2977.2	1288.8	1463.5	1650.6	1242.3	3824.5	1401.3	1372.7	2133.2	1111.5	1271.2	1375.8	1673.9	1295.6	1699.9	1809.8	2508.5	1941.1	1373.5	1548	1415.2	1478.4	1388.9	2070.1	1390.1	2032.8	1466.2	1551	1992	1659.3
13557-3	Nectin 3	Q9NQS3	PVRL3	962.5	887.7	1902.9	903	1154.2	894.6	1012.1	1179.9	891.2	704.2	1521	570.6	701.8	2406.1	612.4	2359.4	646.5	628.7	931.2	498.6	576.5	692.3	1270	689	760.1	948	1047.2	917.2	765.9	787.1	695.9	615	733.7	1094.7	844.5	990.9	918.9	781.3	947.2	941.2
13561-5	5HT6R	P50406	HTR6	2462.7	1961.4	3977.6	2076.9	2456.2	2293.8	2341.3	2700	2238.5	1780.5	3457.4	1518.3	1784.9	2338	1474	6698.1	1739	1842.5	1979.5	1413.3	1468.3	1873.3	2741.3	2084.3	2209.6	2426.7	2744.3	2000.3	1740.4	2309.1	2158.7	1933.9	1740.1	2767.8	1325.5	2152.2	2596.7	1895.6	1967.2	2312.1
13563-259	ACBD7	Q8N6N7	ACBD7	857	892	1986.1	940.4	1301.9	887.3	740.3	1070.9	883.3	835.2	1288.7	692.1	857.7	4397.1	712.7	1705.2	702	7288.6	951.4	754.4	739.8	738.9	1048.1	683.6	744.8	848.2	1208.2	929.8	739.9	885.9	768.4	767.9	775.2	1107.9	839.6	1052	1114.3	777.7	1650.1	917.7
13565-2	p130	Q08999	RBL2	784.5	1174.4	1298.3	1116.6	1008	914.3	870	1023.7	967.7	977.5	706.7	913.4	1062.7	1041.1	818.8	1370.7	1190.5	690	1323.8	801.6	941	990.9	1197.9	1256.8	847	1704.5	1310.7	831.9	1068.6	1091	1866.3	701.3	1471.9	842.2	809.3	1217.2	779.3	1093.8	908.7	1075.6
13566-2	SSU72	Q9NP77	SSU72	452.2	366.6	610.1	375.4	440.1	326.3	268.9	374.4	357.9	2977.2	460.7	307	619.4	370.5	222.4	476.8	289.8	343.9	403.8	288.5	207	288.2	352.1	2129	312.2	333.5	404.3	474.1	236.8	267.2	288.4	284.7	1019.3	413.2	293.5	383.6	289.9	340.5	421.3	1395.8
13567-1	DPYL2	Q16555	DPYSL2	1920.2	3360.8	9247.5	8147	2736.1	2668.6	1301.9	6704.3	4421.6	2834.2	2601.4	2832.4	1578.4	1855.1	1340.3	3570.6	1813.7	2915.6	3007.3	2666.8	1716	3904.3	9552.6	2911	1360.7	1579.5	2864.6	4688.9	1609.8	2285.3	2006.5	1847.5	6776.9	3900.4	1410.9	2189.5	2194	2275.5	2638.3	1943.1
13568-30	PSMD4	P55036	PSMD4	1140.2	1021.4	1588.9	1167.1	1300.7	1213.1	1045.7	1081.1	1272.7	1050.7	1758.1	955.5	1035.5	1072.1	833.9	2145.4	948.5	1005.9	1364.4	720.9	847.4	1127.9	1184.8	839.3	930	1352.6	1425.7	1394.5	982.9	1091	1629.8	939.2	895.6	1072.8	887.5	1322.8	818	891.1	1216.5	1073.4
13570-43	VIGLN	Q00341	HDLBP	406.2	408.3	746.4	461.7	492.3	440.4	388.3	498.7	510.9	529	821.4	381.2	489.3	468	351	897.3	463.1	411.5	483.8	455	353.9	402.7	442.3	317.8	340.1	561.8	606.1	658.5	347.9	402.6	381.5	311.1	386.4	546.5	325.2	559.6	356.6	368.5	547.2	406.8
13572-43	PSD11	O00231	PSMD11	3770.8	3654.9	5138.7	4133.5	3668.1	5675.4	2725.9	4520.7	4946.4	4431.5	9287.7	4297	4103.1	3852.2	2898.9	7605.5	3939.7	3663.3	5028.6	2941.5	2982.7	2955	3098.5	2250.6	2629.8	4315.9	5981.9	7642.7	3350.9	4294.8	4078.4	3064.8	4526.7	4491.1	4150.3	5168.5	2771.3	3744.2	6605.3	3756.2
13573-5	p21-ARC	O15145	ARPC3	4957	4589	8289.6	6223.5	6019.6	4278	3988.8	6674.1	5536.5	4440.8	8766.1	3757.8	4446.8	4628.5	3316.3	10343.4	4144.1	5233.3	6817.8	3414.8	3297.2	5399.6	5507	2541.8	3343.5	4211.9	5610.8	7528.8	3717.7	3779.8	4345.8	2723.5	4238	4717.7	3968.5	5233.5	3377.8	4320.8	5980.7	4208
13574-50	RND1	Q92730	RND1	597.7	625	2332.4	651.4	889.5	547	569	727	537.5	535.3	772.9	370	470.1	576.9	389.6	1181.2	394.8	379.4	598.6	382.5	400.1	450.8	906.6	415.9	468.9	532	600.1	485.5	545	563	427.1	430.9	476.8	910.5	572.5	673.9	583.2	3257.5	694.7	634
13575-40	DVL2	O14641	DVL2	8735.1	6123.1	5647.1	7172.6	6245.4	7027.2	7135.9	6608.2	6177.2	5944.8	7180.5	5394.7	6487.3	6195.8	5654.9	7105.4	5341	5896.8	6153.8	4663.8	6393.9	8652	7267.1	7152.9	5568.9	7585.1	5083.6	8569.9	6826.2	5439.7	6827	5768	6437.6	8160.5	5588.1	6742	4672.6	5908.1	5462.4	7761
13577-25	U2AF2	P26368	U2AF2	1004.6	954.7	2408.8	1239.7	1155.5	1051.5	944.9	922.6	1103.2	1084	1355	922.6	1020.8	915.9	752.9	1514.3	972.4	1993.1	1013.4	777.4	965.4	859.3	3198.5	1448.2	874.9	1336.7	1132	1111.9	888.5	1232.7	1029.1	1006.1	855.6	1412.8	792	1028	930.9	840.1	977.7	1384.6
13578-98	ABLM3	O94929	ABLIM3	293	213.2	469.4	260.4	204.4	2493	165.6	492.7	186.9	208.4	550.9	267.7	197.7	216.5	335.2	3362.6	264.9	339.8	230.2	170.1	179.4	219.5	178.5	162.1	172.3	339.1	266.2	866.6	152.9	183.7	237.1	191.5	168.7	221.7	199.4	201.3	185.4	206	213.7	190.1
13580-2	Sperm-associated antigen 2	Q16222	UAP1	559	601.7	1095.8	480.3	659.1	791.1	536.6	853.4	482.7	448.6	741.8	417.8	524.6	543.1	392.6	875.5	465.8	864.8	557.5	394.2	470.7	515.2	623.9	628.7	474.9	606.4	870.6	506.2	470.3	479.6	416.8	474.7	506.2	758.7	457.6	664	448.6	510.3	647.6	608.3
13583-19	Apaf-1	O14727	APAF1	4845.8	2924.6	4774.5	2851.5	3262	2853.4	2841.6	3352.7	3497.1	2696.5	4398.3	2893	2731	3017.9	2193.4	4920.7	2666	2500.5	4001	2181.1	2470.1	2466.8	2763.8	2360.7	2307.3	2896.4	4198	4022.5	2734.3	3247.7	2942.9	3670.9	2575.2	3686	2331.6	3720.5	2392.7	2617.9	3842.4	2822.5
13587-10	RGAP1	Q9H0H5	RACGAP1	1243.4	1269.2	1208.2	1272.3	992	564.7	648.9	1267.2	816.7	18822.8	929	667.8	961.8	1067.4	1000.6	1216.3	1260.1	1068.6	815.4	33958.3	904.3	1090.8	839.7	676.8	724.2	995.6	627.9	1084	1178.8	748.9	1040.7	899.2	869.7	944.3	1113	813.4	1101.4	742.9	1489.1	676.5
